v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",,,
ham,Dad went out oredi... ,,,
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
ham,"Almost there, see u in a sec",,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
ham,Ok i also wan 2 watch e 9 pm show...,,,
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",,,
ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",,,
ham,Then i buy.,,,
ham,I wont get concentration dear you know you are my mind and everything :-),,,
ham,"Sir, waiting for your letter.",,,
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,,,
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",,,
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",,,
ham,Sac needs to carry on:),,,
ham,Yes! How is a pretty lady like you single?,,,
ham,Its ok..come to my home it vl nice to meet and v can chat..,,,
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,,,
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,,,
spam,network operator. The service is free. For T & C's visit 80488.biz,,,
ham,Yes:)here tv is always available in work place..,,,
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,,,
ham,"Like  &lt;#&gt; , same question",,,
ham,Yar... I tot u knew dis would happen long ago already.,,,
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,,,
ham,Long time. You remember me today.,,,
ham,Uncle Abbey! Happy New Year. Abiola,,,
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,,,
ham,No de. But call me after some time. Ill tell you k,,,
ham,I'm already back home so no probably not,,,
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",,,
ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",,,
ham,WHORE YOU ARE UNBELIEVABLE.,,,
ham,"I call you later, don't have network. If urgnt, sms me.",,,
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",,,
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",,,
ham,Yup. Thk of u oso boring wat.,,,
ham,Reverse is cheating. That is not mathematics.,,,
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,,,
ham,I love your ass! Do you enjoy doggy style? :),,,
ham,Bugis oso near wat... ,,,
ham,Love you aathi..love u lot..,,,
ham,"Doing nothing, then u not having dinner w us?",,,
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,,,
ham,So how are you really. What are you up to. How's the masters. And so on.,,,
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,,,
ham,Huh means computational science... Y they like dat one push here n there...,,,
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",,,
ham,Hmm ill have to think about it... ok you're forgiven! =D,,,
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,,,
ham,* Am on my way,,,
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,,,
ham,How dare you change my ring,,,
ham,Both :) i shoot big loads so get ready!,,,
ham,i can call in  &lt;#&gt;  min if thats ok,,,
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,,,
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",,,
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",,,
ham,My exam is for february 4. Wish you a great day.,,,
ham,"Jay wants to work out first, how's 4 sound?",,,
ham,"Yes but i dont care! I need you bad, princess!",,,
ham,"Awesome, that gonna be soon or later tonight?",,,
ham,We're finally ready fyi,,,
ham,I will come to ur home now,,,
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,,,
ham,But i'm surprised she still can guess right lor...,,,
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,,,
ham,"Sorry, I'll call later",,,
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,,,
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,,,
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,,,
ham,We'll join the  &lt;#&gt;  bus,,,
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,,,
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",,,
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
ham,Ugh fuck it I'm resubbing to eve,,,
ham,K and you're sure I don't have to have consent forms to do it :V,,,
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",,,
ham,Great comedy..cant stop laughing da:),,,
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,,,
ham,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,,,
ham,Me too! Have a lovely night xxx,,,
ham,"(No promises on when though, haven't even gotten dinner yet)",,,
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,,,
ham,Okie but i scared u say i fat... Then u dun wan me already...,,,
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,,,
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",,,
ham,Ok anyway no need to change with what you said,,,
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,,,
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,,,
spam,This message is brought to you by GMW Ltd. and is not connected to the,,,
ham,Oh ho. Is this the first time u use these type of words,,,
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,,,
ham,To day class is there are no class.,,,
ham,Delhi and chennai still silent.,,,
ham,Call me when u finish then i come n pick u.,,,
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,,,
ham,"ItÛ÷s å£6 to get in, is that ok?",,,
ham,K..k..i'm also fine:)when will you complete the course?,,,
ham,Sweet heart how are you?,,,
ham,I think just yourself Û_Thanks and see you tomo,,,
ham,"I am in tirupur da, once you started from office call me.",,,
ham,Mm feeling sleepy. today itself i shall get that dear,,,
ham,You'd like that wouldn't you? Jerk!,,,
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,,,
ham,Networking technical support associate.,,,
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",,,
ham,Ok... Help me ask if she's working tmr a not?,,,
ham,Ok lor...,,,
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",,,
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",,,
ham,Then cant get da laptop? My matric card wif Ì_ lei... ,,,
ham,Ok. I asked for money how far,,,
ham,....photoshop makes my computer shut down.,,,
ham,We're done...,,,
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,,,
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,,,
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",,,
ham,Networking job is there.,,,
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,,,
ham,"Sir, i am waiting for your call, once free please call me.",,,
ham,Is toshiba portege m100 gd?,,,
ham,Wat time r Ì_ going to xin's hostel?,,,
ham,"Yeah, we got one lined up for us",,,
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,,,
ham,K. I will sent it again,,,
ham,"If i let you do this, i want you in the house by 8am.",,,
ham,ÌÏ give me some time to walk there.,,,
ham,I'm home. Doc gave me pain meds says everything is fine.,,,
ham,Dunno lei he neva say...,,,
ham,I only haf msn. It's yijue@hotmail.com,,,
ham,Hahaha..use your brain dear,,,
ham,In the end she might still vomit but its okay. Not everything will come out.,,,
ham,Everybody had fun this evening. Miss you.,,,
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",,,
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,,,
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,,,
ham,ÌÏ still got lessons?  ÌÏ in sch?,,,
ham,Hmm thinking lor...,,,
ham,I wonder if you'll get this text?,,,
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,,,
ham,My uncles in Atlanta. Wish you guys a great semester.,,,
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,,,
ham,"Awesome, be there in a minute",,,
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",,,
ham,I think that tantrum's finished so yeah I'll be by at some point,,,
ham,Why de. You looking good only:-)..,,,
ham,Yup... From what i remb... I think should be can book... ,,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",,,
ham,Are u coming to the funeral home,,,
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,,,
ham,I might go 2 sch. Yar at e salon now v boring.,,,
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,,,
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",,,
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,,,
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,,,
